Year,Area,ANZSIC06,Measure,Value,Flags
"2018","Timaru District","G43 Non-Store Retailing and Retail Commission Based Buying and/or Selling","Employee Count",12,
"2018","Timaru District","H44 Accommodation","Geographic Units",81,
"2018","Timaru District","H44 Accommodation","Employee Count",280,
"2018","Timaru District","H45 Food and Beverage Services","Geographic Units",144,
"2018","Timaru District","H45 Food and Beverage Services","Employee Count",1050,
"2018","Timaru District","I46 Road Transport","Geographic Units",75,
"2018","Timaru District","I46 Road Transport","Employee Count",1050,
"2018","Timaru District","I47 Rail Transport","Geographic Units",3,
"2018","Timaru District","I47 Rail Transport","Employee Count",25,
"2018","Timaru District","I49 Air and Space Transport","Geographic Units",6,
"2018","Timaru District","I49 Air and Space Transport","Employee Count",6,
"2018","Timaru District","I50 Other Transport","Geographic Units",6,
"2018","Timaru District","I50 Other Transport","Employee Count",30,
"2018","Timaru District","I51 Postal and Courier Pick-up and Delivery Services","Geographic Units",48,
"2018","Timaru District","I51 Postal and Courier Pick-up and Delivery Services","Employee Count",130,
"2018","Timaru District","I52 Transport Support Services","Geographic Units",15,
"2018","Timaru District","I52 Transport Support Services","Employee Count",200,
"2018","Timaru District","I53 Warehousing and Storage Services","Geographic Units",24,
"2018","Timaru District","I53 Warehousing and Storage Services","Employee Count",160,
"2018","Timaru District","J54 Publishing (except Internet and Music Publishing)","Geographic Units",6,
"2018","Timaru District","J54 Publishing (except Internet and Music Publishing)","Employee Count",75,
"2018","Timaru District","J55 Motion Picture and Sound Recording Activities","Geographic Units",3,
"2018","Timaru District","J55 Motion Picture and Sound Recording Activities","Employee Count",12,
"2018","Timaru District","J56 Broadcasting (except Internet)","Geographic Units",3,
"2018","Timaru District","J56 Broadcasting (except Internet)","Employee Count",15,
"2018","Timaru District","J58 Telecommunications Services","Geographic Units",3,
"2018","Timaru District","J58 Telecommunications Services","Employee Count",50,
"2018","Timaru District","J59 Internet Service Providers, Web Search Portals and Data Processing Services","Geographic Units",3,
"2018","Timaru District","J59 Internet Service Providers, Web Search Portals and Data Processing Services","Employee Count",0,
"2018","Timaru District","J60 Library and Other Information Services","Geographic Units",0,
"2018","Timaru District","J60 Library and Other Information Services","Employee Count",40,
"2018","Timaru District","K62 Finance","Geographic Units",327,
"2018","Timaru District","K62 Finance","Employee Count",190,
"2018","Timaru District","K63 Insurance and Superannuation Funds","Geographic Units",3,
"2018","Timaru District","K63 Insurance and Superannuation Funds","Employee Count",25,
"2018","Timaru District","K64 Auxiliary Finance and Insurance Services","Geographic Units",42,
"2018","Timaru District","K64 Auxiliary Finance and Insurance Services","Employee Count",80,
"2018","Timaru District","L66 Rental and Hiring Services (except Real Estate)","Geographic Units",69,
"2018","Timaru District","L66 Rental and Hiring Services (except Real Estate)","Employee Count",85,
"2018","Timaru District","L67 Property Operators and Real Estate Services","Geographic Units",1038,
"2018","Timaru District","L67 Property Operators and Real Estate Services","Employee Count",120,
"2018","Timaru District","M69 Professional, Scientific and Technical Services (except Computer Systems Design and Related Services)","Geographic Units",246,
"2018","Timaru District","M69 Professional, Scientific and Technical Services (except Computer Systems Design and Related Services)","Employee Count",670,
"2018","Timaru District","M70 Computer System Design and Related Services","Geographic Units",33,
"2018","Timaru District","M70 Computer System Design and Related Services","Employee Count",140,
"2018","Timaru District","N72 Administrative Services","Geographic Units",60,
"2018","Timaru District","N72 Administrative Services","Employee Count",460,
"2018","Timaru District","N73 Building Cleaning, Pest Control and Other Support Services","Geographic Units",69,
"2018","Timaru District","N73 Building Cleaning, Pest Control and Other Support Services","Employee Count",350,
"2018","Timaru District","O75 Public Administration","Geographic Units",18,
"2018","Timaru District","O75 Public Administration","Employee Count",390,
"2018","Timaru District","O76 Defence","Geographic Units",0,
"2018","Timaru District","O76 Defence","Employee Count",12,
"2018","Timaru District","O77 Public Order, Safety and Regulatory Services","Geographic Units",36,
"2018","Timaru District","O77 Public Order, Safety and Regulatory Services","Employee Count",280,
"2018","Timaru District","P80 Preschool and School Education","Geographic Units",60,
"2018","Timaru District","P80 Preschool and School Education","Employee Count",1250,
"2018","Timaru District","P81 Tertiary Education","Geographic Units",3,
"2018","Timaru District","P81 Tertiary Education","Employee Count",90,
"2018","Timaru District","P82 Adult, Community and Other Education","Geographic Units",27,
"2018","Timaru District","P82 Adult, Community and Other Education","Employee Count",130,
"2018","Timaru District","Q84 Hospitals","Geographic Units",6,
"2018","Timaru District","Q84 Hospitals","Employee Count",970,
"2018","Timaru District","Q85 Medical and Other Health Care Services","Geographic Units",162,
"2018","Timaru District","Q85 Medical and Other Health Care Services","Employee Count",690,
"2018","Timaru District","Q86 Residential Care Services","Geographic Units",12,
"2018","Timaru District","Q86 Residential Care Services","Employee Count",780,
"2018","Timaru District","Q87 Social Assistance Services","Geographic Units",27,
"2018","Timaru District","Q87 Social Assistance Services","Employee Count",370,
"2018","Timaru District","R89 Heritage Activities","Geographic Units",6,
"2018","Timaru District","R89 Heritage Activities","Employee Count",55,
"2018","Timaru District","R90 Artistic Activities","Geographic Units",18,
"2018","Timaru District","R90 Artistic Activities","Employee Count",15,
"2018","Timaru District","R91 Sport and Recreation Activities","Geographic Units",78,
"2018","Timaru District","R91 Sport and Recreation Activities","Employee Count",160,
"2018","Timaru District","R92 Gambling Activities","Geographic Units",3,
"2018","Timaru District","R92 Gambling Activities","Employee Count",3,
"2018","Timaru District","S94 Repair and Maintenance","Geographic Units",117,
"2018","Timaru District","S94 Repair and Maintenance","Employee Count",280,
"2018","Timaru District","S95 Personal and Other Services","Geographic Units",132,
"2018","Timaru District","S95 Personal and Other Services","Employee Count",310,
"2018","Timaru District","A011 Nursery and Floriculture Production","Geographic Units",9,
"2018","Timaru District","A011 Nursery and Floriculture Production","Employee Count",9,
"2018","Timaru District","A012 Mushroom and Vegetable Growing","Geographic Units",12,
"2018","Timaru District","A012 Mushroom and Vegetable Growing","Employee Count",110,
"2018","Timaru District","A013 Fruit and Tree Nut Growing","Geographic Units",18,
"2018","Timaru District","A013 Fruit and Tree Nut Growing","Employee Count",21,
"2018","Timaru District","A014 Sheep, Beef Cattle and Grain Farming","Geographic Units",504,
"2018","Timaru District","A014 Sheep, Beef Cattle and Grain Farming","Employee Count",350,
"2018","Timaru District","A015 Other Crop Growing","Geographic Units",87,
"2018","Timaru District","A015 Other Crop Growing","Employee Count",25,
"2018","Timaru District","A016 Dairy Cattle Farming","Geographic Units",189,
"2018","Timaru District","A016 Dairy Cattle Farming","Employee Count",630,
"2018","Timaru District","A017 Poultry Farming","Geographic Units",3,
"2018","Timaru District","A017 Poultry Farming","Employee Count",0,
"2018","Timaru District","A018 Deer Farming","Geographic Units",42,
"2018","Timaru District","A018 Deer Farming","Employee Count",65,
"2018","Timaru District","A019 Other Livestock Farming","Geographic Units",57,
"2018","Timaru District","A019 Other Livestock Farming","Employee Count",30,
"2018","Timaru District","A030 Forestry and Logging","Geographic Units",33,
"2018","Timaru District","A030 Forestry and Logging","Employee Count",12,
"2018","Timaru District","A041 Fishing","Geographic Units",39,
"2018","Timaru District","A041 Fishing","Employee Count",640,
"2018","Timaru District","A042 Hunting and Trapping","Geographic Units",3,
"2018","Timaru District","A042 Hunting and Trapping","Employee Count",0,
"2018","Timaru District","A051  Forestry Support Services","Geographic Units",6,
"2018","Timaru District","A051  Forestry Support Services","Employee Count",18,
"2018","Timaru District","A052 Agriculture and Fishing Support Services","Geographic Units",156,
"2018","Timaru District","A052 Agriculture and Fishing Support Services","Employee Count",430,
"2018","Timaru District","B080 Metal Ore Mining","Geographic Units",0,
"2018","Timaru District","B080 Metal Ore Mining","Employee Count",0,
"2018","Timaru District","B091 Construction Material Mining","Geographic Units",6,
"2018","Timaru District","B091 Construction Material Mining","Employee Count",18,
"2018","Timaru District","B109 Other Mining Support Services","Geographic Units",3,
"2018","Timaru District","B109 Other Mining Support Services","Employee Count",30,
"2018","Timaru District","C111 Meat and Meat Product Manufacturing","Geographic Units",9,
"2018","Timaru District","C111 Meat and Meat Product Manufacturing","Employee Count",1650,
"2018","Timaru District","C112 Seafood Processing","Geographic Units",3,
"2018","Timaru District","C112 Seafood Processing","Employee Count",250,
"2018","Timaru District","C113 Dairy Product Manufacturing","Geographic Units",0,
"2018","Timaru District","C113 Dairy Product Manufacturing","Employee Count",840,
"2018","Timaru District","C114 Fruit and Vegetable Processing","Geographic Units",0,
"2018","Timaru District","C114 Fruit and Vegetable Processing","Employee Count",440,
"2018","Timaru District","C115 Oil and Fat Manufacturing","Geographic Units",3,
"2018","Timaru District","C115 Oil and Fat Manufacturing","Employee Count",9,
"2018","Timaru District","C116 Grain Mill and Cereal Product Manufacturing","Geographic Units",0,
"2018","Timaru District","C116 Grain Mill and Cereal Product Manufacturing","Employee Count",15,
"2018","Timaru District","C117 Bakery Product Manufacturing","Geographic Units",6,
"2018","Timaru District","C117 Bakery Product Manufacturing","Employee Count",70,
"2018","Timaru District","C118 Sugar and Confectionery Manufacturing","Geographic Units",3,
"2018","Timaru District","C118 Sugar and Confectionery Manufacturing","Employee Count",3,
"2018","Timaru District","C119 Other Food Product Manufacturing","Geographic Units",12,
"2018","Timaru District","C119 Other Food Product Manufacturing","Employee Count",110,
"2018","Timaru District","C121 Beverage Manufacturing","Geographic Units",6,
"2018","Timaru District","C121 Beverage Manufacturing","Employee Count",130,
"2018","Timaru District","C131 Textile Fibre, Yarn and Woven Fabric Manufacturing","Geographic Units",0,
"2018","Timaru District","C131 Textile Fibre, Yarn and Woven Fabric Manufacturing","Employee Count",50,
"2018","Timaru District","C132 Leather Tanning and Fur Dressing","Geographic Units",3,
"2018","Timaru District","C132 Leather Tanning and Fur Dressing","Employee Count",130,
"2018","Timaru District","C133 Textile Product Manufacturing","Geographic Units",6,
"2018","Timaru District","C133 Textile Product Manufacturing","Employee Count",12,
"2018","Timaru District","C134 Knitted Product Manufacturing","Geographic Units",3,
"2018","Timaru District","C134 Knitted Product Manufacturing","Employee Count",9,
"2018","Timaru District","C135 Clothing and Footwear Manufacturing","Geographic Units",6,
"2018","Timaru District","C135 Clothing and Footwear Manufacturing","Employee Count",25,
"2018","Timaru District","C141 Log Sawmilling and Timber Dressing","Geographic Units",6,
"2018","Timaru District","C141 Log Sawmilling and Timber Dressing","Employee Count",0,
"2018","Timaru District","C149 Other Wood Product Manufacturing","Geographic Units",27,
"2018","Timaru District","C149 Other Wood Product Manufacturing","Employee Count",210,
"2018","Timaru District","C152 Converted Paper Product Manufacturing","Geographic Units",0,
"2018","Timaru District","C152 Converted Paper Product Manufacturing","Employee Count",0,
"2018","Timaru District","C161 Printing","Geographic Units",3,
"2018","Timaru District","C161 Printing","Employee Count",25,
"2018","Timaru District","C183 Fertiliser and Pesticide Manufacturing","Geographic Units",3,
"2018","Timaru District","C183 Fertiliser and Pesticide Manufacturing","Employee Count",15,
"2018","Timaru District","C184 Pharmaceutical and Medicinal Product Manufacturing","Geographic Units",6,
"2018","Timaru District","C184 Pharmaceutical and Medicinal Product Manufacturing","Employee Count",75,
"2018","Timaru District","C185 Cleaning Compound and Toiletry Preparation Manufacturing","Geographic Units",3,
"2018","Timaru District","C185 Cleaning Compound and Toiletry Preparation Manufacturing","Employee Count",6,
"2018","Timaru District","C189 Other Basic Chemical Product Manufacturing","Geographic Units",0,
"2018","Timaru District","C189 Other Basic Chemical Product Manufacturing","Employee Count",25,
"2018","Timaru District","C191 Polymer Product Manufacturing","Geographic Units",3,
"2018","Timaru District","C191 Polymer Product Manufacturing","Employee Count",15,
"2018","Timaru District","C201 Glass and Glass Product Manufacturing","Geographic Units",0,
"2018","Timaru District","C201 Glass and Glass Product Manufacturing","Employee Count",6,
"2018","Timaru District","C202 Ceramic Product Manufacturing","Geographic Units",0,
"2018","Timaru District","C202 Ceramic Product Manufacturing","Employee Count",45,
"2018","Timaru District","C203 Cement, Lime, Plaster and Concrete Product Manufacturing","Geographic Units",6,
"2018","Timaru District","C203 Cement, Lime, Plaster and Concrete Product Manufacturing","Employee Count",55,
"2018","Timaru District","C209 Other Non-Metallic Mineral Product Manufacturing","Geographic Units",3,
"2018","Timaru District","C209 Other Non-Metallic Mineral Product Manufacturing","Employee Count",15,
"2018","Timaru District","C211 Basic Ferrous Metal Manufacturing","Geographic Units",3,
"2018","Timaru District","C211 Basic Ferrous Metal Manufacturing","Employee Count",20,
"2018","Timaru District","C223 Metal Container Manufacturing","Geographic Units",0,
"2018","Timaru District","C223 Metal Container Manufacturing","Employee Count",6,
